employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-96732269,Caitlyn,Fleming,Female,New York,Rochester,2017-02-14,Customer Service,Help Desk Technician,Bachelor,77936,Excellent,No,1997-05-07,
00-82879693,Chad,Boyer,Male,North Carolina,Charlotte,2019-07-23,Customer Service,Support Specialist,High School,59392,Excellent,Yes,1985-07-20,
00-81001456,Cory,Sanders,Male,New York,Buffalo,2018-07-18,IT,System Administrator,Bachelor,104546,Good,No,1974-02-17,
00-63401001,Bethany,Marshall,Male,Michigan,Warren,2023-01-04,Operations,Inventory Specialist,High School,67927,Good,Yes,1972-05-14,
00-59011649,Joshua,Wilson,Male,New York,Buffalo,2020-05-01,Operations,Inventory Specialist,Bachelor,61948,Satisfactory,No,1979-12-15,
00-83776431,John,George,Male,New York,New York City,2023-08-21,Operations,Inventory Specialist,High School,61133,Good,No,1981-11-29,
00-69749655,Raymond,Taylor,Male,Illinois,Aurora,2019-11-15,Customer Service,Support Specialist,Bachelor,69222,Excellent,No,1982-07-03,
00-36567299,Stephanie,Morales,Male,New York,New York City,2023-01-02,Marketing,Content Creator,Bachelor,72424,Needs Improvement,No,1964-11-19,
00-59394059,Grant,Henderson,Male,New York,New York City,2023-09-25,Customer Service,Support Specialist,High School,56772,Good,No,2001-10-02,
00-80757997,Katherine,Pierce,Male,North Carolina,Charlotte,2020-07-05,Customer Service,Support Specialist,High School,64580,Satisfactory,No,1990-12-23,
00-17756834,Michael,Hill,Male,New York,Buffalo,2019-01-04,IT,System Administrator,Master,95002,Good,Yes,1983-03-04,
00-82253547,Michelle,Reilly,Male,New York,New York City,2017-03-26,Sales,Sales Representative,Bachelor,87928,Good,Yes,1969-09-13,
00-40935029,Kendra,Richardson,Female,New York,New York City,2023-03-26,IT,Software Developer,Bachelor,98340,Good,No,1972-06-01,
00-36018096,Wesley,Evans,Male,Virginia,Virginia Beach,2021-09-06,Customer Service,Customer Service Representative,Bachelor,74157,Good,No,1980-03-17,
00-35442517,Christy,Miller,Male,Pennsylvania,Allentown,2015-05-29,Operations,Inventory Specialist,Bachelor,62376,Good,No,1973-11-10,
00-51592392,Shane,Mcclure,Male,New York,Buffalo,2017-04-29,Operations,Inventory Specialist,Bachelor,69794,Satisfactory,No,1991-04-30,
00-92474982,Christopher,Collins,Male,Pennsylvania,Allentown,2017-12-01,Sales,Sales Specialist,Bachelor,93691,Good,No,1984-01-25,
00-40201129,Nicholas,Robinson,Male,New York,Rochester,2018-09-09,IT,IT Support Specialist,Bachelor,67119,Good,No,1993-03-31,
00-86205634,Michael,Johnson,Male,New York,Buffalo,2019-03-01,Sales,Sales Representative,Bachelor,63989,Good,Yes,1991-09-12,
00-45974394,Christopher,Williams,Female,Michigan,Grand Rapids,2020-10-21,Sales,Sales Specialist,PhD,64720,Good,Yes,1978-07-05,
00-99598463,Christopher,Bartlett,Female,New York,Buffalo,2015-03-31,Finance,Financial Analyst,PhD,109546,Satisfactory,No,1971-04-10,
00-40645572,Christopher,Rivera,Male,New York,New York City,2023-07-06,Operations,Operations Analyst,Master,66972,Good,No,1980-04-26,
00-58956912,Cynthia,Mann,Male,North Carolina,Greensboro,2020-07-25,Operations,Logistics Coordinator,Bachelor,66050,Good,Yes,1995-01-15,
00-13380929,Alexander,Walker,Male,Florida,Orlando,2020-10-21,Operations,Inventory Specialist,High School,60528,Satisfactory,No,2000-06-09,
00-99843797,Michelle,Chavez,Male,New York,New York City,2019-06-29,Customer Service,Help Desk Technician,High School,75922,Satisfactory,No,1977-04-15,
00-89362602,Trevor,Vincent,Male,New York,Rochester,2024-09-12,Customer Service,Customer Service Representative,High School,56029,Good,No,1980-06-07,
00-19168351,James,Reed,Male,New York,Buffalo,2017-07-02,Operations,Inventory Specialist,Bachelor,67410,Good,Yes,1967-01-30,
00-80207946,Rebecca,Barry,Male,New York,Rochester,2019-04-21,IT,IT Support Specialist,High School,62996,Satisfactory,No,1997-05-21,
00-21872987,David,Kent,Male,New York,Rochester,2023-09-12,Operations,Logistics Coordinator,Bachelor,62380,Satisfactory,Yes,1981-06-01,
00-36323326,Adam,Davis,Male,New York,Rochester,2023-05-23,IT,IT Support Specialist,Bachelor,62193,Excellent,No,1983-08-20,
00-45413896,Amber,Hall,Female,Michigan,Detroit,2021-08-19,Marketing,Content Creator,High School,53237,Satisfactory,No,1997-09-22,
00-31349570,Angela,Flores,Male,New York,New York City,2023-03-29,Customer Service,Support Specialist,High School,63184,Good,No,1981-01-30,
00-88595333,Paul,Green,Female,New York,Buffalo,2019-10-03,Sales,Sales Representative,Bachelor,65048,Good,No,1988-12-28,
00-86183158,Shawn,Wall,Female,New York,Buffalo,2023-06-16,Operations,Inventory Specialist,High School,55691,Satisfactory,No,2000-09-20,
00-54714192,Michelle,Graham,Male,New York,Rochester,2023-01-23,HR,HR Assistant,High School,55466,Excellent,Yes,1988-01-16,
00-52744749,Paul,Walker,Male,New York,New York City,2019-04-29,Sales,Sales Specialist,Bachelor,69630,Good,Yes,1984-10-23,
00-94438452,Stephanie,Cameron,Female,Florida,Tampa,2017-12-05,Customer Service,Support Specialist,High School,53157,Satisfactory,No,1997-05-05,
00-38825960,Lauren,Gibson,Female,New York,Buffalo,2017-08-20,Operations,Operations Analyst,Bachelor,55702,Good,No,1976-12-08,
00-52550453,Megan,Cameron,Male,New York,Buffalo,2017-08-21,Operations,Operations Analyst,Master,74457,Good,Yes,1974-03-04,
00-79896822,Thomas,Young,Female,Michigan,Grand Rapids,2016-03-24,Operations,Logistics Coordinator,Bachelor,57577,Good,Yes,1959-08-10,
00-99353132,Gregory,Carpenter,Female,New York,New York City,2023-06-02,IT,Software Developer,Bachelor,91503,Good,No,1961-07-28,
00-21452539,Maria,Swanson,Male,Michigan,Warren,2017-05-02,Sales,Sales Representative,Bachelor,66191,Excellent,No,1988-12-07,
00-78613363,Kari,Porter,Female,New York,New York City,2024-12-23,IT,IT Support Specialist,High School,60758,Good,Yes,1999-06-05,
00-29378957,Virginia,Peterson,Male,New York,Rochester,2016-10-11,IT,System Administrator,Bachelor,94230,Satisfactory,No,1997-05-04,
00-96982204,Kevin,Campbell,Male,New York,New York City,2021-07-14,Customer Service,Customer Service Representative,High School,55766,Satisfactory,No,1964-02-25,
00-89606147,Bradley,Turner,Female,New York,New York City,2017-11-14,Sales,Sales Specialist,Master,88429,Good,No,1985-06-03,
00-78852492,Scott,Pham,Male,North Carolina,Charlotte,2018-11-04,Customer Service,Help Desk Technician,Bachelor,75949,Needs Improvement,No,1967-07-06,
00-47508261,Amber,Ewing,Male,New York,New York City,2023-05-21,Sales,Sales Representative,Bachelor,82166,Good,Yes,1980-12-08,
00-61271419,Melissa,Bruce,Male,New York,Rochester,2022-03-01,IT,Software Developer,Bachelor,91396,Good,Yes,1969-09-26,
00-19999329,Brett,Wheeler,Female,New York,Buffalo,2017-11-05,Marketing,Content Creator,Bachelor,56862,Satisfactory,Yes,1967-04-21,
00-36618901,Patricia,Ward,Female,Michigan,Grand Rapids,2017-07-31,Operations,Logistics Coordinator,Bachelor,58281,Satisfactory,No,1973-08-27,
00-23078971,Pamela,Lang,Male,New York,Buffalo,2016-05-30,IT,IT Support Specialist,Bachelor,58726,Satisfactory,No,2002-11-14,
00-82706100,David,Rodriguez,Female,New York,New York City,2017-06-26,IT,Software Developer,Bachelor,106097,Good,No,1983-10-10,
00-36252326,Victoria,Kennedy,Male,New York,Rochester,2015-04-22,Sales,Sales Representative,Bachelor,70789,Satisfactory,No,1986-03-21,
00-63001598,Shannon,Roberts,Male,Florida,Tampa,2024-09-28,Marketing,Content Creator,Bachelor,68413,Good,No,1993-08-09,
00-16202184,Robert,Murray,Male,Illinois,Naperville,2022-07-06,IT,Software Developer,Bachelor,102734,Satisfactory,No,1993-07-28,
00-98771638,Kristy,Hernandez,Female,New York,Buffalo,2022-05-22,Operations,Operations Analyst,Bachelor,73103,Good,Yes,1981-07-29,
00-82942380,Barbara,Phillips,Female,New York,New York City,2017-05-03,Sales,Sales Specialist,Bachelor,70042,Needs Improvement,No,1990-08-19,
00-29378518,Sherry,Frazier,Female,New York,New York City,2022-10-03,Operations,Logistics Coordinator,Bachelor,58809,Excellent,Yes,1993-06-13,
00-74851704,Bethany,Lynch,Female,Florida,Tampa,2019-04-04,Sales,Sales Representative,Bachelor,64689,Satisfactory,No,1979-01-05,
00-18815479,Gina,Rice,Female,Michigan,Warren,2021-05-07,Sales,Sales Consultant,Bachelor,89771,Excellent,Yes,1963-08-28,
00-76972989,Robert,Cameron,Male,New York,Buffalo,2017-05-18,IT,IT Support Specialist,Bachelor,71625,Excellent,Yes,1999-08-16,
00-80270040,Brittany,Harper,Male,New York,Buffalo,2023-12-02,Customer Service,Support Specialist,High School,59417,Satisfactory,No,1972-02-24,
00-16620388,Stephanie,Robbins,Male,New York,Buffalo,2022-05-29,Sales,Sales Representative,Bachelor,74773,Satisfactory,Yes,1987-05-11,
00-62335652,Jeffery,Anderson,Female,New York,Rochester,2023-05-30,IT,Software Developer,Master,90869,Satisfactory,No,1971-10-21,
00-40358467,Amy,Johnson,Male,New York,Rochester,2023-10-07,Operations,Logistics Coordinator,Bachelor,65480,Excellent,No,1991-03-30,
00-61958720,Scott,Alexander,Male,Ohio,Cincinnati,2023-06-16,Customer Service,Support Specialist,High School,58065,Satisfactory,No,1974-01-04,
00-63768384,Caitlyn,Mcdonald,Male,New York,Rochester,2017-10-03,Sales,Sales Representative,Bachelor,76120,Satisfactory,No,1996-07-17,
00-50065416,Jamie,Cunningham,Female,New York,New York City,2016-10-28,Customer Service,Support Specialist,High School,62226,Good,Yes,1996-09-25,
00-63858626,Drew,Walker,Male,Michigan,Grand Rapids,2015-06-20,Operations,Logistics Coordinator,Bachelor,62450,Satisfactory,No,1982-12-02,
00-40962820,Isaiah,Mcgee,Male,New York,New York City,2021-10-04,Customer Service,Customer Service Representative,High School,65618,Satisfactory,Yes,1983-01-31,
00-43577603,Scott,Santiago,Male,New York,Rochester,2023-02-01,Operations,Logistics Coordinator,Bachelor,67683,Satisfactory,Yes,1996-08-27,
00-85773927,Stacey,Malone,Male,Illinois,Naperville,2022-12-26,HR,HR Coordinator,Bachelor,62596,Good,No,1982-03-05,
00-12075786,David,Spencer,Female,New York,New York City,2017-06-02,IT,Software Developer,Bachelor,89714,Good,Yes,1982-10-11,
00-98852629,Jacob,Mcguire,Male,North Carolina,Raleigh,2024-05-28,IT,System Administrator,Bachelor,76617,Satisfactory,Yes,1959-11-29,
00-70482342,Tammy,Delgado,Female,New York,Rochester,2022-03-03,Operations,Inventory Specialist,Bachelor,60997,Good,Yes,1963-08-01,
00-19281333,James,Hall,Male,New York,Buffalo,2022-09-07,Operations,Inventory Specialist,High School,60103,Good,No,1987-02-19,
00-87023282,Kimberly,Williams,Male,New York,New York City,2016-02-22,Customer Service,Support Specialist,Bachelor,70931,Good,No,1975-12-04,
00-29085963,Christina,Hickman,Female,New York,New York City,2020-04-02,Operations,Inventory Specialist,High School,59450,Excellent,Yes,1993-06-16,
00-72058457,Nicholas,Cobb,Male,New York,New York City,2017-10-24,Sales,Sales Specialist,PhD,67711,Good,No,1973-03-20,
00-43098475,Pamela,Davenport,Male,Michigan,Detroit,2016-12-13,HR,HR Assistant,High School,55570,Satisfactory,No,1996-08-02,
00-63415051,Nicholas,Mercer,Female,Michigan,Detroit,2022-04-05,Operations,Logistics Coordinator,Bachelor,56642,Satisfactory,No,1998-09-01,
00-63892324,Jeremy,Stark,Female,New York,Rochester,2023-05-26,Operations,Inventory Specialist,Bachelor,60699,Good,Yes,1985-11-17,
00-25177555,Maurice,Anderson,Male,New York,Buffalo,2019-05-05,IT,Software Developer,Master,86518,Excellent,No,1975-11-09,
00-13366707,Amanda,Myers,Male,North Carolina,Greensboro,2020-10-11,Operations,Logistics Coordinator,Bachelor,63696,Good,Yes,1982-12-13,
00-59236216,Carol,Davis,Female,Ohio,Cleveland,2023-07-04,Operations,Operations Analyst,Bachelor,58414,Good,No,1988-05-25,
00-29000472,John,Baldwin,Male,New York,Buffalo,2023-01-18,Customer Service,Support Specialist,Bachelor,61718,Good,No,2001-07-05,
00-36707552,Kristen,Hensley,Female,Illinois,Chicago,2023-04-07,HR,HR Coordinator,Master,67813,Excellent,Yes,1983-08-24,
00-40976164,Amanda,Clayton,Female,North Carolina,Greensboro,2022-05-03,Operations,Inventory Specialist,High School,55550,Good,No,1998-10-09,
00-93424048,Amanda,Chan,Male,Michigan,Grand Rapids,2021-05-04,Sales,Sales Representative,Bachelor,61084,Needs Improvement,No,2002-08-12,
00-58598596,Daniel,Nixon,Female,New York,Rochester,2019-08-18,Sales,Sales Specialist,Master,85008,Excellent,No,2001-08-07,
00-21336167,Kathy,Meyer,Female,New York,Rochester,2019-01-04,Sales,Sales Representative,Bachelor,71178,Good,No,1983-04-02,
00-60651325,Garrett,Bell,Male,New York,Buffalo,2020-04-23,IT,IT Support Specialist,Bachelor,62520,Good,No,1976-08-14,
00-56326746,Douglas,Pham,Male,Michigan,Warren,2016-04-28,Sales,Sales Specialist,PhD,85390,Good,No,1979-03-21,
00-20937062,Terri,Ortiz,Female,New York,New York City,2018-12-28,Operations,Inventory Specialist,High School,53608,Satisfactory,No,1977-01-06,
00-82890938,Tara,Diaz,Male,Michigan,Warren,2017-10-19,Operations,Logistics Coordinator,Bachelor,66768,Good,No,2004-02-14,
00-54348094,Timothy,Heath,Male,Pennsylvania,Philadelphia,2018-12-13,Marketing,Marketing Coordinator,Bachelor,65486,Satisfactory,Yes,1974-08-24,
00-74718584,Andrea,Walsh,Female,New York,Buffalo,2020-06-12,Customer Service,Support Specialist,Bachelor,60652,Good,No,1981-07-04,
00-55483001,Randy,Shelton,Male,New York,New York City,2023-01-16,Operations,Logistics Coordinator,Bachelor,61306,Good,No,1974-11-30,
00-23417244,Jennifer,Tapia,Male,Pennsylvania,Pittsburgh,2020-03-02,IT,IT Support Specialist,High School,55693,Good,No,1995-07-04,
00-75220748,John,Jones,Male,Pennsylvania,Allentown,2022-06-24,Sales,Sales Consultant,Master,70721,Satisfactory,Yes,1977-05-10,
00-56358761,Rachel,Davis,Male,Michigan,Detroit,2019-12-19,Customer Service,Customer Service Representative,Bachelor,60593,Needs Improvement,No,1970-07-21,
00-86924129,Rebecca,Castro,Male,New York,Buffalo,2018-12-18,Finance,Accounts Payable Specialist,Bachelor,77381,Satisfactory,Yes,1967-07-24,
00-61269406,Sandra,Bean,Female,New York,Rochester,2015-10-10,Sales,Sales Representative,Bachelor,62788,Good,Yes,1980-07-01,
00-44006749,Dorothy,Fernandez,Male,New York,Rochester,2020-06-21,Sales,Sales Consultant,Bachelor,72317,Good,No,2004-04-05,
00-95173551,Alice,Webb,Female,New York,New York City,2021-12-01,IT,System Administrator,Bachelor,95291,Excellent,Yes,1971-04-03,
00-38029211,April,Harris,Male,New York,New York City,2017-10-18,IT,System Administrator,Master,88508,Good,Yes,1962-07-21,
00-44744624,Charles,Solis,Male,Pennsylvania,Philadelphia,2016-10-21,IT,IT Support Specialist,Bachelor,63853,Good,No,1992-07-12,
00-64185284,Ashley,Robles,Male,Ohio,Columbus,2019-03-05,Operations,Inventory Specialist,High School,57862,Satisfactory,No,1975-10-07,
00-18139099,Lisa,Wells,Male,New York,Rochester,2015-08-31,Sales,Sales Representative,Bachelor,74911,Needs Improvement,No,1985-10-07,
00-51629508,Philip,Evans,Male,Ohio,Columbus,2018-06-05,IT,Software Developer,Master,89693,Satisfactory,No,1974-05-22,
00-88802221,Jimmy,Wolf,Male,North Carolina,Charlotte,2023-07-17,Customer Service,Help Desk Technician,Bachelor,93664,Good,No,1964-01-14,
00-95231261,William,Ruiz,Male,New York,New York City,2022-01-08,Sales,Sales Consultant,Master,87103,Needs Improvement,No,1997-03-10,
00-20741296,Christian,Williams,Female,New York,Rochester,2021-07-11,Customer Service,Help Desk Technician,High School,81725,Good,No,1965-08-07,
00-41720243,Larry,Cohen,Male,North Carolina,Raleigh,2015-02-24,Customer Service,Support Specialist,High School,58078,Needs Improvement,Yes,1996-05-24,
00-45459875,Andrew,Becker,Female,Michigan,Grand Rapids,2020-09-23,Sales,Sales Specialist,Master,89372,Satisfactory,No,1993-06-06,
00-70557530,Diana,Smith,Male,North Carolina,Greensboro,2018-09-21,Operations,Inventory Specialist,Bachelor,71142,Good,No,1982-08-26,
00-55672395,Tracy,Evans,Male,New York,Buffalo,2016-12-11,Customer Service,Help Desk Technician,Bachelor,86314,Good,No,1984-06-08,
00-82859442,Carl,Hill,Male,New York,New York City,2017-07-01,Customer Service,Support Specialist,Bachelor,67004,Needs Improvement,No,1992-11-04,
00-15796754,Derrick,Hancock,Male,New York,Rochester,2020-01-25,Sales,Sales Representative,Bachelor,72161,Good,Yes,2003-09-22,
00-68893279,Miranda,Adams,Male,Pennsylvania,Allentown,2022-06-01,Sales,Sales Specialist,PhD,74494,Needs Improvement,No,1979-09-17,
00-25712553,Nancy,Flores,Male,New York,Rochester,2020-09-26,Sales,Sales Specialist,PhD,82137,Good,No,1969-05-19,
00-12621771,Kimberly,Kelly,Female,New York,New York City,2023-05-28,Operations,Inventory Specialist,Bachelor,55978,Satisfactory,No,2001-07-14,
00-74914236,Erin,West,Female,New York,Rochester,2016-04-10,Operations,Logistics Coordinator,Bachelor,59928,Excellent,No,1974-03-04,
00-88339686,Marcia,Hall,Male,Michigan,Detroit,2023-09-20,Customer Service,Support Specialist,High School,61133,Satisfactory,Yes,1992-09-17,
00-87808888,Brian,Nichols,Female,Pennsylvania,Philadelphia,2022-10-07,Customer Service,Help Desk Technician,High School,68770,Good,No,2003-06-02,
00-74064673,Kelly,Daniels,Female,New York,Buffalo,2019-12-08,Marketing,SEO Specialist,Bachelor,73942,Good,No,2003-07-03,
00-24428751,Jacob,Smith,Female,Virginia,Virginia Beach,2016-12-19,Finance,Financial Analyst,PhD,103696,Satisfactory,No,1972-03-25,
00-62640824,William,Snyder,Male,New York,New York City,2018-11-25,Customer Service,Support Specialist,Bachelor,61185,Good,No,1960-10-25,
00-48913746,Haley,Robinson,Male,North Carolina,Charlotte,2022-07-14,Customer Service,Help Desk Technician,High School,58056,Satisfactory,No,1986-07-15,
00-55824683,Dawn,Simmons,Male,New York,New York City,2019-10-17,Operations,Inventory Specialist,Bachelor,66957,Good,Yes,1960-12-20,
00-71192114,Michelle,Rogers,Male,Illinois,Chicago,2017-12-22,Operations,Inventory Specialist,Bachelor,62983,Good,Yes,1969-10-06,
00-87391983,Eric,Taylor,Female,New York,New York City,2017-06-26,Customer Service,Help Desk Technician,High School,82368,Satisfactory,No,1989-12-08,
00-46019090,Joseph,Alvarado,Male,New York,New York City,2024-05-04,Sales,Sales Consultant,Bachelor,102996,Satisfactory,No,1986-10-28,
00-37275395,Jane,Oliver,Male,New York,New York City,2020-06-17,Sales,Sales Consultant,PhD,87971,Good,Yes,1988-03-31,
00-44604165,Cody,Williams,Female,New York,Buffalo,2024-02-09,Customer Service,Support Specialist,Bachelor,56801,Needs Improvement,Yes,1982-12-24,
00-56825183,Ryan,Lynch,Male,New York,Rochester,2022-11-05,Marketing,Marketing Coordinator,Bachelor,81031,Satisfactory,Yes,1980-12-16,
00-68233482,Timothy,Anderson,Male,New York,New York City,2018-08-13,Customer Service,Help Desk Technician,High School,74515,Good,No,1995-09-22,
00-90189606,Michael,Duncan,Male,New York,Rochester,2017-01-17,IT,Software Developer,Master,90242,Satisfactory,Yes,2003-03-16,
00-64723737,Melinda,Moore,Male,New York,New York City,2016-09-21,Marketing,Marketing Coordinator,Bachelor,78758,Good,Yes,2001-05-30,
00-64998006,Michael,Allen,Female,New York,New York City,2023-09-14,Sales,Sales Representative,Bachelor,66932,Excellent,Yes,1972-07-13,
00-93858663,Tara,Cole,Female,New York,Rochester,2022-01-02,Sales,Sales Representative,Bachelor,54977,Needs Improvement,Yes,1986-10-28,
00-71232169,Joseph,Holland,Female,New York,New York City,2019-03-13,Operations,Inventory Specialist,High School,60410,Good,No,1997-11-23,
00-15486848,Thomas,Peterson,Female,New York,Rochester,2022-02-28,Sales,Sales Representative,Bachelor,62128,Satisfactory,No,1998-04-11,
00-85833125,Regina,Cooper,Male,New York,Rochester,2023-12-18,HR,HR Assistant,High School,63821,Good,No,1968-05-22,
00-60499221,Crystal,Watson,Female,New York,Buffalo,2017-04-28,Operations,Logistics Coordinator,Bachelor,59538,Satisfactory,No,1968-05-20,
00-34660846,David,Jordan,Female,Illinois,Naperville,2023-03-18,Customer Service,Customer Service Manager,Master,84749,Satisfactory,Yes,1966-08-21,
00-99936608,Cassandra,Wallace,Female,New York,Buffalo,2023-04-13,Operations,Inventory Specialist,High School,66224,Good,No,1984-05-20,
00-41992524,Frederick,Smith,Female,New York,Rochester,2024-10-14,Operations,Logistics Coordinator,Bachelor,62621,Good,No,1999-04-07,
00-84343016,Matthew,Mayer,Female,New York,New York City,2020-04-20,Customer Service,Customer Service Manager,Master,96062,Good,No,1997-08-02,
00-98676159,Michele,Cooley,Female,Pennsylvania,Pittsburgh,2023-12-17,Sales,Sales Manager,PhD,94038,Excellent,No,1983-05-04,
00-97665389,Robin,Evans,Male,Michigan,Warren,2024-10-22,Customer Service,Customer Service Representative,Bachelor,66715,Satisfactory,Yes,1981-07-06,
00-32006802,Margaret,Aguilar,Male,New York,Buffalo,2017-02-27,Sales,Sales Consultant,Bachelor,83852,Excellent,No,1965-11-22,
00-42461414,David,Burke,Male,New York,Rochester,2016-07-07,Operations,Operations Manager,Bachelor,115868,Excellent,Yes,1985-08-21,
00-92783158,Amy,Steele,Female,New York,New York City,2020-03-05,Sales,Sales Consultant,Master,98242,Satisfactory,No,1987-11-14,
00-47570627,Denise,Farley,Male,New York,New York City,2018-12-19,Customer Service,Customer Service Representative,High School,67482,Good,Yes,1984-10-18,
00-13695007,Robin,Luna,Female,Michigan,Detroit,2023-03-27,Customer Service,Support Specialist,High School,55965,Satisfactory,No,2000-08-16,
00-44707367,Sandra,Hamilton,Male,New York,Buffalo,2022-10-15,Marketing,Content Creator,High School,60558,Good,Yes,1988-09-01,
00-63529606,Timothy,Macias,Male,New York,New York City,2021-04-04,Customer Service,Support Specialist,Bachelor,61762,Satisfactory,No,1993-07-01,
00-35599238,James,Torres,Female,New York,Buffalo,2018-08-18,Sales,Sales Specialist,Bachelor,69087,Good,Yes,1999-03-02,
00-53368257,Matthew,Torres,Male,New York,New York City,2023-11-23,Operations,Operations Analyst,Bachelor,65497,Satisfactory,No,1971-06-19,
00-22125761,April,Martin,Female,New York,New York City,2017-12-21,IT,Software Developer,Master,93015,Excellent,Yes,1999-07-08,
00-74745852,Nicholas,Woods,Male,New York,New York City,2022-05-03,Operations,Inventory Specialist,Bachelor,62063,Good,No,1988-05-14,
00-61343672,Richard,Dawson,Female,New York,Rochester,2023-04-22,Customer Service,Support Specialist,High School,62862,Good,Yes,1980-12-17,
00-81278003,Patricia,Delacruz,Female,North Carolina,Greensboro,2023-08-24,Sales,Sales Consultant,PhD,106734,Excellent,No,1979-05-21,
00-48556513,Mary,Austin,Male,New York,Buffalo,2020-07-27,Operations,Inventory Specialist,Bachelor,68033,Good,Yes,1967-09-15,
00-24312148,Kathryn,Perez,Male,Ohio,Cincinnati,2016-12-04,Sales,Sales Representative,Bachelor,79846,Satisfactory,No,1977-12-17,
00-79831087,Deborah,Davidson,Female,New York,Rochester,2023-02-15,Customer Service,Support Specialist,Bachelor,56332,Good,Yes,2004-05-02,
00-58601581,Thomas,Lin,Female,New York,Buffalo,2018-12-16,Customer Service,Customer Service Representative,High School,59836,Good,No,1965-05-09,
00-81055842,Courtney,Le,Female,New York,Rochester,2023-07-26,Marketing,Content Creator,High School,62960,Needs Improvement,Yes,1982-04-04,
00-69601581,Albert,Jones,Male,North Carolina,Greensboro,2019-09-12,Sales,Sales Consultant,PhD,94731,Excellent,No,1966-10-30,
00-59011418,Timothy,Woods,Female,Michigan,Grand Rapids,2018-02-16,Marketing,SEO Specialist,Bachelor,77963,Excellent,Yes,1991-06-25,
00-84776832,Natasha,Sullivan,Female,New York,Rochester,2023-09-10,IT,System Administrator,Master,99106,Satisfactory,No,1998-04-24,
00-81139955,Tanya,Whitaker,Female,New York,Rochester,2021-02-15,Operations,Operations Analyst,Bachelor,67252,Satisfactory,Yes,1970-07-20,
00-63269327,Jose,Moore,Male,Ohio,Cleveland,2015-01-13,Sales,Sales Consultant,Master,72489,Needs Improvement,No,1971-02-28,
00-40693565,Robert,Greene,Male,New York,Rochester,2022-01-20,Customer Service,Support Specialist,High School,68342,Satisfactory,No,1976-12-21,
00-26420638,Kathleen,Robbins,Male,New York,Buffalo,2017-04-08,Operations,Logistics Coordinator,Bachelor,66333,Satisfactory,No,1972-05-27,
00-14587918,Maria,Villegas,Female,New York,Buffalo,2023-11-29,Customer Service,Support Specialist,Bachelor,59783,Needs Improvement,No,1971-10-23,
00-53758806,Erika,Hernandez,Female,New York,Rochester,2020-03-29,Marketing,Content Creator,Bachelor,59500,Good,Yes,1992-01-21,
00-89438978,Sheryl,Wilson,Female,New York,Buffalo,2023-06-17,Operations,Logistics Coordinator,Bachelor,61142,Good,No,2000-06-12,
00-82470269,Lori,Foster,Male,New York,Buffalo,2023-11-28,Operations,Logistics Coordinator,Bachelor,70063,Good,No,1988-12-06,
00-74966232,Jonathan,Choi,Female,New York,Rochester,2017-04-30,Sales,Sales Specialist,Master,59810,Excellent,No,1981-11-14,
00-37243875,Ashley,French,Female,New York,Rochester,2023-11-16,Operations,Inventory Specialist,High School,61391,Good,No,1984-11-26,
00-43768952,Cynthia,Boyd,Male,New York,Rochester,2023-02-15,Customer Service,Help Desk Technician,Bachelor,69310,Satisfactory,No,1994-05-23,
00-58626152,Cheryl,Walker,Male,Ohio,Columbus,2023-12-23,Operations,Inventory Specialist,High School,57041,Satisfactory,Yes,1981-09-21,
00-25180063,Cheryl,Mercer,Male,Florida,Miami,2019-04-10,Sales,Sales Specialist,Bachelor,94357,Good,No,1983-11-12,
00-62653861,Laurie,Martin,Female,New York,Rochester,2018-07-29,IT,Software Developer,Bachelor,98623,Satisfactory,No,1973-06-02,
00-11119640,Dana,Flowers,Female,North Carolina,Greensboro,2017-12-17,Operations,Operations Analyst,Bachelor,64588,Good,No,1971-04-24,
00-84720067,Deborah,Morris,Male,New York,Buffalo,2020-06-01,Marketing,Marketing Coordinator,Bachelor,65324,Good,No,1976-12-10,
00-12601963,Robert,Steele,Female,North Carolina,Greensboro,2018-10-14,Operations,Logistics Coordinator,Bachelor,60519,Excellent,Yes,1982-06-07,
00-33997786,Laura,Miller,Female,Pennsylvania,Philadelphia,2020-05-08,IT,Software Developer,Master,96533,Good,No,1961-03-20,
00-20641856,Michelle,Smith,Male,New York,New York City,2017-03-03,Marketing,SEO Specialist,Bachelor,82398,Good,Yes,1975-03-31,
00-31368924,Ryan,Durham,Female,New York,Rochester,2022-09-27,Sales,Sales Specialist,Bachelor,64773,Satisfactory,No,1976-12-20,
00-10486734,Steven,Chan,Male,New York,New York City,2016-05-26,Operations,Inventory Specialist,High School,59328,Good,No,1994-08-31,
00-49937484,Alex,Cortez,Male,New York,Rochester,2018-02-22,Operations,Logistics Coordinator,Bachelor,66920,Good,Yes,1985-04-14,
00-63465476,Anna,Andrews,Male,Michigan,Grand Rapids,2017-09-13,Customer Service,Help Desk Technician,Bachelor,62454,Satisfactory,Yes,1982-01-17,
00-28453471,Daisy,Reynolds,Male,North Carolina,Greensboro,2022-11-03,Customer Service,Support Specialist,High School,65509,Good,No,1975-05-29,
00-17456282,Richard,Hancock,Female,Michigan,Grand Rapids,2023-08-23,Customer Service,Support Specialist,Bachelor,65221,Satisfactory,Yes,1976-06-08,
